ID,Al(at%),C(at%),Co(at%),Cr(at%),Cu(at%),Fe(at%),Mn(at%),Mo(at%),Nb(at%),Ni(at%),Ta(at%),Ti(at%),V(at%),W(at%),Hom_Temp(K),CR(%),recrystalize temperature/K,recrystalize time/mins,Anneal_Temp(K),Anneal_Time(h),aging temperature/K,aging time/hours,Processing_Description,YS(MPa),UTS(MPa),El(%)
184,0.0,0.0,5.0,20.0,0.0,15.0,10.0,0.0,0.0,40.0,0.0,0.0,10.0,0.0,1373,75.0,0,0.0,1173,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 75.0% reduction. First heat treatment was performed at 1173K for 1.0 hours,523.0,870.0,35.7
185,16.4,0.0,16.4,16.4,0.0,16.4,0.0,0.0,0.0,34.4,0.0,0.0,0.0,0.0,298,70.0,0,0.0,1273,1.0,0,0.0,Homogenization was performed at 298K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1273K for 1.0 hours,732.0,1147.0,24.0
186,0.0,0.0,55.26,24.56,0.0,3.43,0.0,0.67,0.0,10.88,0.0,0.0,0.0,5.21,1523,10.0,1505,6.0,298,0.0,0,0.0,Homogenization was performed at 1523K. followed by cold rolling to 10.0% reduction. Recrystallization was carried out at 1505K for 6.0 minutes. First heat treatment was performed at 298K,476.0,993.0,64.0
187,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1273,80.0,0,0.0,873,1.0,0,0.0,Homogenization was performed at 1273K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 873K for 1.0 hours,1135.0,1260.0,6.7
188,6.96,0.0,23.26,23.26,0.0,23.26,0.0,0.0,0.0,23.26,0.0,0.0,0.0,0.0,1373,90.0,0,0.0,1373,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1373K for 1.0 hours,260.0,620.0,87.0
189,0.21,0.0,2.87,27.1,0.0,33.31,0.0,0.59,0.0,35.53,0.0,0.24,0.0,0.15,1323,10.0,1339,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 10.0% reduction. Recrystallization was carried out at 1339K for 6.0 minutes. First heat treatment was performed at 298K,359.0,752.0,38.0
190,2.5,0.0,30.7,0.0,0.0,30.7,0.0,0.0,0.0,30.6,0.0,5.5,0.0,0.0,1473,85.0,1423,3.0,298,0.0,1073,1.0,Homogenization was performed at 1473K. followed by cold rolling to 85.0% reduction. Recrystallization was carried out at 1423K for 3.0 minutes. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1073K for 1.0 hours,576.0,1112.0,30.0
191,0.54,0.0,1.99,18.02,0.0,3.15,0.0,9.15,0.0,66.84,0.0,0.0,0.0,0.32,1339,0.0,0,0.0,298,0.0,811,16000.0,Homogenization was performed at 1339K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 811K for 16000.0 hours,831.0,1288.0,38.0
192,0.0,0.0,33.4,0.0,0.0,0.0,0.0,0.0,0.0,33.7,0.0,0.0,32.9,0.0,1473,0.0,0,0.0,1173,1.0,0,0.0,Homogenization was performed at 1473K. First heat treatment was performed at 1173K for 1.0 hours,710.0,1172.0,48.7
193,0.88,0.0,1.01,23.99,0.0,5.32,0.0,5.57,0.0,62.74,0.0,0.5,0.0,0.0,1323,50.0,1394,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 50.0% reduction. Recrystallization was carried out at 1394K for 6.0 minutes. First heat treatment was performed at 298K,421.0,896.0,50.0
194,0.0,0.0,35.0,25.0,0.0,37.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,1473,65.0,0,0.0,1173,1.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 65.0% reduction. First heat treatment was performed at 1173K for 1.0 hours,412.0,994.0,40.0
195,2.59,0.0,12.35,24.63,0.0,1.04,0.0,5.46,0.0,53.56,0.0,0.36,0.0,0.0,1433,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1433K. First heat treatment was performed at 298K,380.0,837.0,50.9
196,3.125,0.0,31.25,31.25,0.0,0.0,0.0,3.125,0.0,31.25,0.0,0.0,0.0,0.0,1473,80.0,0,0.0,1023,1.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1023K for 1.0 hours,842.0,1201.0,38.0
197,0.0,0.0,0.0,9.52,23.81,9.52,33.34,0.0,0.0,23.81,0.0,0.0,0.0,0.0,1273,0.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1273K,386.0,621.0,7.3
198,0.0,0.5,19.9,19.9,0.0,19.9,19.9,0.0,0.0,19.9,0.0,0.0,0.0,0.0,1473,0.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1473K,220.0,506.0,51.3
199,0.0,0.0,17.5,12.7,0.0,54.9,0.0,5.0,0.0,9.9,0.0,0.0,0.0,0.0,1423,0.0,0,0.0,1273,1.0,0,0.0,Homogenization was performed at 1423K. First heat treatment was performed at 1273K for 1.0 hours,300.0,650.0,77.0
200,0.0,0.0,55.26,24.56,0.0,3.43,0.0,0.67,0.0,10.88,0.0,0.0,0.0,5.21,1523,15.0,1339,6.0,298,0.0,0,0.0,Homogenization was performed at 1523K. followed by cold rolling to 15.0% reduction. Recrystallization was carried out at 1339K for 6.0 minutes. First heat treatment was performed at 298K,627.0,1151.0,44.0
201,9.28,0.0,18.61,16.06,0.0,0.9,0.0,2.96,0.0,51.03,0.0,1.16,0.0,0.0,1473,0.0,0,0.0,298,0.0,1123,5.0,Homogenization was performed at 1473K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1123K for 5.0 hours,619.0,1093.0,30.1
202,4.0,0.0,23.5,23.5,0.0,23.5,0.0,0.0,0.0,23.5,0.0,2.0,0.0,0.0,1473,70.0,0,0.0,298,0.0,973,4.0,Homogenization was performed at 1473K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 973K for 4.0 hours,1005.0,1273.0,17.0
203,0.53,0.0,0.0,14.56,0.0,37.38,0.0,3.32,0.0,40.8,0.0,3.41,0.0,0.0,1366,0.0,0,0.0,1061,2.0,991,24.0,Homogenization was performed at 1366K. First heat treatment was performed at 1061K for 2.0 hours. Secondary heat treatment was conducted at 991K for 24.0 hours,890.0,1240.0,16.0
204,0.0,0.0,33.33,33.33,0.0,0.0,0.0,0.0,0.0,33.34,0.0,0.0,0.0,0.0,1373,88.0,0,0.0,1073,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 88.0% reduction. First heat treatment was performed at 1073K for 1.0 hours,523.0,965.0,65.0
205,0.0,0.2,19.96,19.96,0.0,19.96,19.96,0.0,0.0,19.96,0.0,0.0,0.0,0.0,1473,0.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1473K,204.0,474.0,44.6
206,10.12,0.0,22.47,22.47,0.0,22.47,0.0,0.0,0.0,22.47,0.0,0.0,0.0,0.0,1523,70.0,0,0.0,1373,1.0,0,0.0,Homogenization was performed at 1523K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1373K for 1.0 hours,496.0,822.0,31.5
207,0.88,0.0,1.01,23.99,0.0,5.32,0.0,5.57,0.0,62.74,0.0,0.5,0.0,0.0,1323,30.0,1283,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 30.0% reduction. Recrystallization was carried out at 1283K for 6.0 minutes. First heat treatment was performed at 298K,538.0,972.0,44.0
208,0.0,0.0,10.0,15.0,0.0,40.0,0.0,0.0,0.0,25.0,0.0,0.0,10.0,0.0,1373,0.0,0,0.0,1173,10.0,0,0.0,Homogenization was performed at 1373K. First heat treatment was performed at 1173K for 10.0 hours,393.2,735.61,44.08
209,0.21,0.0,2.87,27.1,0.0,33.31,0.0,0.59,0.0,35.53,0.0,0.24,0.0,0.15,1323,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1323K. First heat treatment was performed at 298K,414.0,779.0,39.0
210,0.0,0.0,41.63,26.62,0.0,3.38,0.0,0.0,0.0,23.58,0.0,0.0,0.0,4.79,1473,40.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 40.0% reduction. First heat treatment was performed at 298K,1220.0,1482.0,10.0
211,0.0,0.0,33.33,33.34,0.0,0.0,0.0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,1473,90.0,0,0.0,1173,1.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1173K for 1.0 hours,403.0,857.0,69.0
212,4.0,0.0,23.5,23.5,0.0,23.5,0.0,0.0,0.0,23.5,0.0,2.0,0.0,0.0,298,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 298K. First heat treatment was performed at 298K,210.0,500.0,69.0
213,0.0,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1273,85.0,0,0.0,1073,1.0,0,0.0,Homogenization was performed at 1273K. followed by cold rolling to 85.0% reduction. First heat treatment was performed at 1073K for 1.0 hours,943.0,1110.0,12.0
214,0.0,0.0,31.0,31.0,0.0,0.0,0.0,7.0,0.0,31.0,0.0,0.0,0.0,0.0,1473,60.0,0,0.0,1173,1.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 60.0% reduction. First heat treatment was performed at 1173K for 1.0 hours,560.0,1135.0,35.0
215,5.27,0.0,18.82,17.95,0.0,19.47,20.12,0.0,0.0,18.37,0.0,0.0,0.0,0.0,1423,96.0,0,0.0,973,1.0,0,0.0,Homogenization was performed at 1423K. followed by cold rolling to 96.0% reduction. First heat treatment was performed at 973K for 1.0 hours,1330.0,1330.0,1.9
216,2.5,0.0,1.91,20.54,0.0,2.01,0.0,0.0,0.0,70.69,0.0,2.35,0.0,0.0,1353,0.0,0,0.0,973,16.0,1073,2.0,Homogenization was performed at 1353K. First heat treatment was performed at 973K for 16.0 hours. Secondary heat treatment was conducted at 1073K for 2.0 hours,714.0,1149.0,30.0
217,1.27,0.0,19.31,21.89,0.0,0.71,0.0,3.56,0.0,50.41,0.0,2.85,0.0,0.0,1380,0.0,0,0.0,298,0.0,1075,8.0,Homogenization was performed at 1380K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1075K for 8.0 hours,615.0,1041.0,35.8
218,10.12,0.0,22.47,22.47,0.0,22.47,0.0,0.0,0.0,22.47,0.0,0.0,0.0,0.0,1523,70.0,0,0.0,1073,2.0,0,0.0,Homogenization was performed at 1523K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1073K for 2.0 hours,957.0,1164.0,14.8
219,0.0,0.0,0.0,15.0,0.0,50.0,25.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1173,10.0,0,0.0,First heat treatment was performed at 1173K for 10.0 hours,257.0,492.0,47.0
220,0.0,0.0,17.5,12.5,0.0,55.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,1523,79.0,0,0.0,1473,1.0,0,0.0,Homogenization was performed at 1523K. followed by cold rolling to 79.0% reduction. First heat treatment was performed at 1473K for 1.0 hours,231.0,638.0,87.2
221,3.19,0.0,9.75,22.1,0.0,1.54,0.0,5.09,0.0,55.8,0.0,2.52,0.0,0.0,1423,0.0,0,0.0,1283,2.0,1061,8.0,Homogenization was performed at 1423K. First heat treatment was performed at 1283K for 2.0 hours. Secondary heat treatment was conducted at 1061K for 8.0 hours,699.0,1132.0,30.0
222,0.0,0.0,5.2,2.1,0.0,40.0,27.0,0.0,0.0,25.7,0.0,0.0,0.0,0.0,1473,0.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1473K,120.0,394.0,59.0
223,0.0,0.5,19.9,19.9,0.0,19.9,19.9,0.0,0.0,19.9,0.0,0.0,0.0,0.0,1473,86.0,0,0.0,1373,1.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 86.0% reduction. First heat treatment was performed at 1373K for 1.0 hours,225.0,655.0,38.0
224,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.0,0.0,33.34,0.0,0.0,33.33,0.0,1373,66.0,0,0.0,1173,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 66.0% reduction. First heat treatment was performed at 1173K for 1.0 hours,787.0,1245.0,43.4
225,5.27,0.0,18.82,17.95,0.0,19.47,20.12,0.0,0.0,18.37,0.0,0.0,0.0,0.0,1423,96.0,0,0.0,773,1.0,0,0.0,Homogenization was performed at 1423K. followed by cold rolling to 96.0% reduction. First heat treatment was performed at 773K for 1.0 hours,1540.0,1736.0,3.2
226,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1473,87.0,0,0.0,1273,1.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 87.0% reduction. First heat treatment was performed at 1273K for 1.0 hours,191.0,568.0,60.5
227,0.0,0.0,18.0,12.5,0.0,55.0,0.0,7.5,0.0,7.0,0.0,0.0,0.0,0.0,1523,79.0,0,0.0,1473,1.0,0,0.0,Homogenization was performed at 1523K. followed by cold rolling to 79.0% reduction. First heat treatment was performed at 1473K for 1.0 hours,296.0,693.0,63.2
228,0.0,0.0,21.28,0.0,0.0,21.28,0.0,4.25,0.0,42.55,0.0,0.0,10.64,0.0,1473,90.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 90.0% reduction,1330.0,1330.0,5.8
229,0.0,0.0,20.0,20.0,0.0,20.0,20.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1373,50.0,0,0.0,1073,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 50.0% reduction. First heat treatment was performed at 1073K for 1.0 hours,351.0,700.0,58.7
230,9.1,0.0,30.3,0.0,0.0,30.3,0.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,0,85.0,0,0.0,1523,0.16667,0,0.0,followed by cold rolling to 85.0% reduction. First heat treatment was performed at 1523K for 0.16667 hours,457.0,852.0,76.0
231,1.1,0.0,1.51,25.03,0.0,19.07,0.0,5.55,0.0,47.37,0.0,0.19,0.0,0.19,1323,50.0,1283,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 50.0% reduction. Recrystallization was carried out at 1283K for 6.0 minutes. First heat treatment was performed at 298K,558.0,931.0,33.0
232,0.21,0.0,2.87,27.1,0.0,33.31,0.0,0.59,0.0,35.53,0.0,0.24,0.0,0.15,1323,50.0,1505,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 50.0% reduction. Recrystallization was carried out at 1505K for 6.0 minutes. First heat treatment was performed at 298K,303.0,717.0,43.0
233,1.1,0.0,1.51,25.03,0.0,19.07,0.0,5.55,0.0,47.37,0.0,0.19,0.0,0.19,1323,20.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 20.0% reduction. First heat treatment was performed at 298K,841.0,1014.0,15.0
234,9.28,0.0,18.61,16.06,0.0,0.9,0.0,2.96,0.0,51.03,0.0,1.16,0.0,0.0,1473,0.0,0,0.0,298,0.0,1123,1.0,Homogenization was performed at 1473K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1123K for 1.0 hours,505.0,1036.0,36.2
235,0.0,0.0,0.0,12.0,0.0,40.0,28.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1273,80.0,0,0.0,1123,0.5,0,0.0,Homogenization was performed at 1273K. followed by cold rolling to 80.0% reduction. First heat treatment was performed at 1123K for 0.5 hours,245.0,545.0,66.0
236,0.0,0.0,55.26,24.56,0.0,3.43,0.0,0.67,0.0,10.88,0.0,0.0,0.0,5.21,1523,20.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1523K. followed by cold rolling to 20.0% reduction. First heat treatment was performed at 298K,1041.0,1331.0,18.0
237,3.0,0.0,32.33,0.0,0.0,0.0,0.0,0.0,0.0,32.34,0.0,0.0,32.33,0.0,1373,66.0,0,0.0,1073,1.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 66.0% reduction. First heat treatment was performed at 1073K for 1.0 hours,783.0,1277.0,42.6
238,8.41,0.0,16.04,15.94,0.0,0.11,0.0,2.9,0.0,52.42,0.0,4.18,0.0,0.0,1377,0.0,0,0.0,298,0.0,1033,8.0,Homogenization was performed at 1377K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1033K for 8.0 hours,1146.0,1550.0,28.0
239,1.1,0.0,1.51,25.03,0.0,19.07,0.0,5.55,0.0,47.37,0.0,0.19,0.0,0.19,1323,40.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 40.0% reduction. First heat treatment was performed at 298K,1096.0,1282.0,8.0
240,0.77,0.0,0.0,23.56,0.0,9.46,0.0,5.08,2.14,57.33,0.0,1.66,0.0,0.0,1373,0.0,0,0.0,1003,8.0,893,8.0,Homogenization was performed at 1373K. First heat treatment was performed at 1003K for 8.0 hours. Secondary heat treatment was conducted at 893K for 8.0 hours,809.0,1224.0,43.0
241,13.04,0.0,21.74,21.74,0.0,21.74,0.0,0.0,0.0,21.74,0.0,0.0,0.0,0.0,1373,3.0,0,0.0,1173,0.03333,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 3.0% reduction. First heat treatment was performed at 1173K for 0.03333 hours,430.0,851.0,34.5
242,0.0,0.0,55.26,24.56,0.0,3.43,0.0,0.67,0.0,10.88,0.0,0.0,0.0,5.21,1523,20.0,1339,6.0,298,0.0,0,0.0,Homogenization was performed at 1523K. followed by cold rolling to 20.0% reduction. Recrystallization was carried out at 1339K for 6.0 minutes. First heat treatment was performed at 298K,662.0,1179.0,41.0
243,5.2,0.0,13.85,17.42,0.0,0.2,0.0,1.69,0.0,55.84,0.0,5.8,0.0,0.0,1433,0.0,0,0.0,298,0.0,923,24.0,Homogenization was performed at 1433K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 923K for 24.0 hours,955.0,1186.0,17.0
244,0.21,0.0,2.87,27.1,0.0,33.31,0.0,0.59,0.0,35.53,0.0,0.24,0.0,0.15,1323,20.0,1394,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 20.0% reduction. Recrystallization was carried out at 1394K for 6.0 minutes. First heat treatment was performed at 298K,365.0,807.0,41.0
245,1.41,0.0,0.16,20.48,0.0,19.01,0.0,1.82,3.1,52.94,0.0,1.08,0.0,0.0,1353,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1353K. First heat treatment was performed at 298K,1037.0,1329.0,27.8
246,5.2,0.0,13.85,17.42,0.0,0.2,0.0,1.69,0.0,55.84,0.0,5.8,0.0,0.0,1433,0.0,0,0.0,298,0.0,973,24.0,Homogenization was performed at 1433K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 973K for 24.0 hours,1037.0,1300.0,14.5
247,0.54,0.0,1.99,18.02,0.0,3.15,0.0,9.15,0.0,66.84,0.0,0.0,0.0,0.32,1339,0.0,0,0.0,298,0.0,922,1000.0,Homogenization was performed at 1339K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 922K for 1000.0 hours,478.0,920.0,56.0
248,0.88,0.0,1.01,28.65,0.0,2.67,0.0,5.59,1.17,58.93,0.6,0.5,0.0,0.0,1423,0.0,0,0.0,873,6.0,1123,30.0,Homogenization was performed at 1423K. First heat treatment was performed at 873K for 6.0 hours. Secondary heat treatment was conducted at 1123K for 30.0 hours,431.0,1168.0,45.1
249,6.32,0.0,15.92,16.14,0.0,0.0,0.0,2.82,0.0,53.74,0.55,4.51,0.0,0.0,1453,0.0,0,0.0,298,0.0,1198,1.0,Homogenization was performed at 1453K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 1198K for 1.0 hours,1095.0,1453.0,9.3
250,0.0,1.38,19.724,19.724,0.0,19.724,19.724,0.0,0.0,19.724,0.0,0.0,0.0,0.0,1323,91.0,0,0.0,1173,1.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 91.0% reduction. First heat treatment was performed at 1173K for 1.0 hours,504.0,1100.0,47.0
251,0.0,13.59,8.12,9.2,0.0,34.26,34.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,0.0,0,0.0,1373,30.0,0,0.0,Homogenization was performed at 1373K. First heat treatment was performed at 1373K for 30.0 hours,447.0,888.0,72.5
252,16.4,0.0,16.4,16.4,0.0,16.4,0.0,0.0,0.0,34.4,0.0,0.0,0.0,0.0,298,86.0,0,0.0,298,0.0,973,1.0,Homogenization was performed at 298K. followed by cold rolling to 86.0% reduction. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 973K for 1.0 hours,1270.0,1400.0,21.0
253,16.39,0.0,16.39,16.39,0.0,16.39,0.0,0.0,0.0,34.44,0.0,0.0,0.0,0.0,0,90.0,0,0.0,1273,1.0,0,0.0,followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1273K for 1.0 hours,844.0,1175.0,23.0
254,0.0,0.0,29.0,29.0,0.0,29.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.5,1473,0.0,0,0.0,1346,1.0,0,0.0,Homogenization was performed at 1473K. First heat treatment was performed at 1346K for 1.0 hours,640.0,1031.0,55.4
255,0.0,0.0,21.28,0.0,0.0,21.28,0.0,4.25,0.0,42.55,0.0,0.0,10.64,0.0,1473,90.0,0,0.0,1273,1.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 90.0% reduction. First heat treatment was performed at 1273K for 1.0 hours,379.0,842.0,70.7
256,9.1,0.0,30.3,30.3,0.0,0.0,0.0,0.0,0.0,30.3,0.0,0.0,0.0,0.0,1473,78.0,0,0.0,1473,1.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 78.0% reduction. First heat treatment was performed at 1473K for 1.0 hours,324.0,800.0,58.0
257,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,1273,91.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1273K. followed by cold rolling to 91.0% reduction,1021.0,1120.0,7.1
258,0.68,0.0,5.16,25.75,0.0,3.27,0.0,1.27,0.0,59.11,0.0,0.13,0.0,4.63,1473,50.0,1394,6.0,298,0.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 50.0% reduction. Recrystallization was carried out at 1394K for 6.0 minutes. First heat treatment was performed at 298K,558.0,993.0,36.0
259,0.0,0.0,20.0,26.0,0.0,20.0,20.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1473,70.0,0,0.0,873,1.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 873K for 1.0 hours,1419.0,1638.0,3.7
260,3.72,0.0,0.0,21.37,0.0,0.0,0.0,0.0,0.0,72.58,0.0,2.33,0.0,0.0,1343,0.0,0,0.0,298,0.0,973,16.0,Homogenization was performed at 1343K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 973K for 16.0 hours,722.0,1154.0,28.3
261,1.21,0.0,1.11,10.05,0.0,2.34,0.0,15.31,0.0,67.86,0.0,0.0,0.0,2.13,1393,0.0,0,0.0,1034,16.0,922,32.0,Homogenization was performed at 1393K. First heat treatment was performed at 1034K for 16.0 hours. Secondary heat treatment was conducted at 922K for 32.0 hours,863.0,1322.0,28.0
262,0.0,0.0,41.63,26.62,0.0,3.38,0.0,0.0,0.0,23.58,0.0,0.0,0.0,4.79,1473,40.0,1450,6.0,298,0.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 40.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K,441.0,972.0,56.0
263,0.0,0.0,20.0,20.0,0.0,30.0,24.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,1473,0.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1473K,192.0,462.0,52.2
264,9.0,0.0,0.0,15.0,0.0,60.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1073,10.0,0,0.0,First heat treatment was performed at 1073K for 10.0 hours,900.0,1100.0,32.0
265,0.88,0.0,1.01,28.65,0.0,2.67,0.0,5.59,1.17,58.93,0.6,0.5,0.0,0.0,1423,0.0,0,0.0,298,0.0,923,1.0,Homogenization was performed at 1423K. First heat treatment was performed at 298K. Secondary heat treatment was conducted at 923K for 1.0 hours,434.0,1265.0,60.7
266,0.0,0.0,20.0,26.0,0.0,20.0,20.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,1473,70.0,0,0.0,1073,1.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 70.0% reduction. First heat treatment was performed at 1073K for 1.0 hours,952.0,1092.0,13.4
267,1.1,0.0,1.51,25.03,0.0,19.07,0.0,5.55,0.0,47.37,0.0,0.19,0.0,0.19,1323,40.0,1394,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 40.0% reduction. Recrystallization was carried out at 1394K for 6.0 minutes. First heat treatment was performed at 298K,448.0,862.0,37.0
268,0.68,0.0,5.16,25.75,0.0,3.27,0.0,1.27,0.0,59.11,0.0,0.13,0.0,4.63,1473,0.0,0,0.0,298,0.0,0,0.0,Homogenization was performed at 1473K. First heat treatment was performed at 298K,427.0,883.0,47.0
269,0.0,0.0,19.89,19.88,0.0,21.04,18.39,0.0,0.0,20.8,0.0,0.0,0.0,0.0,1373,60.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1373K. followed by cold rolling to 60.0% reduction,856.0,883.0,11.5
270,0.0,0.0,55.26,24.56,0.0,3.43,0.0,0.67,0.0,10.88,0.0,0.0,0.0,5.21,1523,15.0,1450,6.0,298,0.0,0,0.0,Homogenization was performed at 1523K. followed by cold rolling to 15.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K,510.0,1076.0,55.0
271,0.0,0.0,0.0,11.76,29.41,11.76,17.66,0.0,0.0,29.41,0.0,0.0,0.0,0.0,1273,0.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1273K,407.0,762.0,20.5
272,5.2,0.0,13.85,17.42,0.0,0.2,0.0,1.69,0.0,55.84,0.0,5.8,0.0,0.0,1353,0.0,0,0.0,923,24.0,1033,16.0,Homogenization was performed at 1353K. First heat treatment was performed at 923K for 24.0 hours. Secondary heat treatment was conducted at 1033K for 16.0 hours,1022.0,1520.0,27.3
273,0.88,0.0,1.01,23.99,0.0,5.32,0.0,5.57,0.0,62.74,0.0,0.5,0.0,0.0,1323,20.0,1283,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 20.0% reduction. Recrystallization was carried out at 1283K for 6.0 minutes. First heat treatment was performed at 298K,490.0,951.0,44.0
274,0.0,3.3,9.67,9.67,0.0,38.68,38.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1373,0.0,0,0.0,0,0.0,0,0.0,Homogenization was performed at 1373K,447.0,888.0,73.8
275,0.0,0.0,35.0,25.0,0.0,37.5,0.0,0.0,0.0,2.5,0.0,0.0,0.0,0.0,1473,65.0,0,0.0,873,1.0,0,0.0,Homogenization was performed at 1473K. followed by cold rolling to 65.0% reduction. First heat treatment was performed at 873K for 1.0 hours,854.0,1213.0,14.0
276,0.21,0.0,2.87,27.1,0.0,33.31,0.0,0.59,0.0,35.53,0.0,0.24,0.0,0.15,1323,10.0,1450,6.0,298,0.0,0,0.0,Homogenization was performed at 1323K. followed by cold rolling to 10.0% reduction. Recrystallization was carried out at 1450K for 6.0 minutes. First heat treatment was performed at 298K,338.0,752.0,43.0
