ID,Al(wt%),As(wt%),B(wt%),Bi(wt%),C(wt%),Ca(wt%),Ce(wt%),Cl(wt%),Co(wt%),Cr(wt%),Cu(wt%),F(wt%),Fe(wt%),H(wt%),La(wt%),Mg(wt%),Mn(wt%),Mo(wt%),N(wt%),Na(wt%),Nb(wt%),Ni(wt%),O(wt%),P(wt%),Pb(wt%),S(wt%),Sb(wt%),Si(wt%),Sn(wt%),Ta(wt%),Ti(wt%),V(wt%),W(wt%),Y(wt%),Zn(wt%),Zr(wt%),Processing_Description,YS(MPa),UTS(MPa),El(%)
301,0.0,0,0.0,0,0.04,0,0,0,0.0,0.6,1.6,0,92.4,0,0,0,0.9,0.6,0.015,0,0.03,3.5,0.0,0.01,0,0.005,0,0.25,0,0,0.02,0.03,0.0,0,0,0,"It may be noted that C is kept at a very low level to improve the weldability, and a substantially high content of Ni is provided for increasing the hardenability and improving the hot workability of the steel. The material was available in the form of flat plates from which blanks were machined with their axes oriented along the rolling direction for the fabrication of tensile and fracture specimens. These were austenised for 1h at 910°C and water quenched (WQ). The quenched specimens were then aged for 1h at 500 °C and few additional blanks were aged at 675°C in order to produce systematically varying microstructures. Some blanks were preserved after quenching treatment to investigate the as-quenched properties.",1034.0,1121.0,5.9
302,0.0,0,0.0,0,0.04,0,0,0,0.0,0.6,1.6,0,92.4,0,0,0,0.9,0.6,0.015,0,0.03,3.5,0.0,0.01,0,0.005,0,0.25,0,0,0.02,0.03,0.0,0,0,0,"It may be noted that C is kept at a very low level to improve the weldability, and a substantially high content of Ni is provided for increasing the hardenability and improving the hot workability of the steel. The material was available in the form of flat plates from which blanks were machined with their axes oriented along the rolling direction for the fabrication of tensile and fracture specimens. These were austenised for 1h at 910°C and water quenched (WQ). The quenched specimens were then aged for 1h at 550 °C and few additional blanks were aged at 675°C in order to produce systematically varying microstructures. Some blanks were preserved after quenching treatment to investigate the as-quenched properties.",927.0,1011.0,14.69
303,0.0,0,0.0,0,0.04,0,0,0,0.0,0.6,1.6,0,92.4,0,0,0,0.9,0.6,0.015,0,0.03,3.5,0.0,0.01,0,0.005,0,0.25,0,0,0.02,0.03,0.0,0,0,0,"It may be noted that C is kept at a very low level to improve the weldability, and a substantially high content of Ni is provided for increasing the hardenability and improving the hot workability of the steel. The material was available in the form of flat plates from which blanks were machined with their axes oriented along the rolling direction for the fabrication of tensile and fracture specimens. These were austenised for 1h at 910°C and water quenched (WQ). The quenched specimens were then aged for 1h at 600 °C and few additional blanks were aged at 675°C in order to produce systematically varying microstructures. Some blanks were preserved after quenching treatment to investigate the as-quenched properties.",698.0,955.0,15.92
304,0.0,0,0.0,0,0.04,0,0,0,0.0,0.6,1.6,0,92.4,0,0,0,0.9,0.6,0.015,0,0.03,3.5,0.0,0.01,0,0.005,0,0.25,0,0,0.02,0.03,0.0,0,0,0,"It may be noted that C is kept at a very low level to improve the weldability, and a substantially high content of Ni is provided for increasing the hardenability and improving the hot workability of the steel. The material was available in the form of flat plates from which blanks were machined with their axes oriented along the rolling direction for the fabrication of tensile and fracture specimens. These were austenised for 1h at 910°C and water quenched (WQ). The quenched specimens were then aged for 1h at 650 °C and few additional blanks were aged at 675°C in order to produce systematically varying microstructures. Some blanks were preserved after quenching treatment to investigate the as-quenched properties.",643.0,934.0,17.71
305,0.0,0,0.0,0,0.04,0,0,0,0.0,0.6,1.6,0,92.4,0,0,0,0.9,0.6,0.015,0,0.03,3.5,0.0,0.01,0,0.005,0,0.25,0,0,0.02,0.03,0.0,0,0,0,"It may be noted that C is kept at a very low level to improve the weldability, and a substantially high content of Ni is provided for increasing the hardenability and improving the hot workability of the steel. The material was available in the form of flat plates from which blanks were machined with their axes oriented along the rolling direction for the fabrication of tensile and fracture specimens. These were austenised for 1h at 910°C and water quenched (WQ). The quenched specimens were then aged for 1h at 700 °C and few additional blanks were aged at 675°C in order to produce systematically varying microstructures. Some blanks were preserved after quenching treatment to investigate the as-quenched properties.",640.0,921.0,19.84
306,0.0,0,0.0,0,0.04,0,0,0,0.0,0.6,1.6,0,92.4,0,0,0,0.9,0.6,0.015,0,0.03,3.5,0.0,0.01,0,0.005,0,0.25,0,0,0.02,0.03,0.0,0,0,0,"It may be noted that C is kept at a very low level to improve the weldability, and a substantially high content of Ni is provided for increasing the hardenability and improving the hot workability of the steel. The material was available in the form of flat plates from which blanks were machined with their axes oriented along the rolling direction for the fabrication of tensile and fracture specimens. These were austenised for 1h at 910°C and water quenched (WQ). The quenched specimens were then aged for 1h at 750 °C and few additional blanks were aged at 675°C in order to produce systematically varying microstructures. Some blanks were preserved after quenching treatment to investigate the as-quenched properties.",831.0,983.0,19.12
307,0.0,0,0.0,0,0.04,0,0,0,0.0,18.06,0.0,0,71.98100000000001,0,0,0,1.15,0.051,0.048,0,0.0,8.33,0.0,0.0,0,0.0,0,0.34,0,0,0.0,0.0,0.0,0,0,0,"The strips were cold rolled at room temperature to 90% reduction in thickness in a pilot plant and austenite transformed into martensite. Next, the samples were placed in a furnace under argon atmosphere for isothermal annealing at 900°C for 2min to obtain complete reversion to austenite from deformed martensite and the average grain size of austenite was in the UFG regime. Following annealing, the sample was immediately quenched in water to room temperature to avoid precipitation.",994.0,1161.0,40.0
308,0.0,0,0.0021,0,0.27,0,0,0,0.0,0.0,0.0,0,97.0079,0,0,0,1.32,0.25,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.55,0,0,0.6,0.0,0.0,0,0,0," The chemical compositions of the experimental steels are listed in Table 1 . The TiC-reinforced steels were melted via a 150 kg vacuum melting furnace and forged into 100 mm × 100 mm × 120 mm ingots. First, square billets were heated to 1200 °C for solution treatment (3 h) in a box resistance furnace. Then, the square billets were rolled to 12 mm plates by two-step controlled rolling and ultrafast (~100 °C/s) cooling to room temperature. Finally, the plates were treated by a two-step heat treatment. First, the plates were tempered at 650 °C for 3 h and air-cooled. Then, they were fully austenitized at 880 °C for 20 min and immediately water-quenched to room temperature.",1045.0,1369.0,10.0
309,0.0,0,0.002,0,0.32,0,0,0,0.0,0.0,0.0,0,96.988,0,0,0,1.3,0.26,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.54,0,0,0.59,0.0,0.0,0,0,0," The chemical compositions of the experimental steels are listed in Table 1 . The TiC-reinforced steels were melted via a 150 kg vacuum melting furnace and forged into 100 mm × 100 mm × 120 mm ingots. First, square billets were heated to 1200 °C for solution treatment (3 h) in a box resistance furnace. Then, the square billets were rolled to 12 mm plates by two-step controlled rolling and ultrafast (~100 °C/s) cooling to room temperature. Finally, the plates were treated by a two-step heat treatment. First, the plates were tempered at 650 °C for 3 h and air-cooled. Then, they were fully austenitized at 880 °C for 20 min and immediately water-quenched to room temperature.",1126.0,1431.0,8.0
310,0.0,0,0.0021,0,0.41,0,0,0,0.0,0.0,0.0,0,95.9879,0,0,0,1.24,0.26,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1.5,0,0,0.6,0.0,0.0,0,0,0," The chemical compositions of the experimental steels are listed in Table 1 . The TiC-reinforced steels were melted via a 150 kg vacuum melting furnace and forged into 100 mm × 100 mm × 120 mm ingots. First, square billets were heated to 1200 °C for solution treatment (3 h) in a box resistance furnace. Then, the square billets were rolled to 12 mm plates by two-step controlled rolling and ultrafast (~100 °C/s) cooling to room temperature. Finally, the plates were treated by a two-step heat treatment. First, the plates were tempered at 650 °C for 3 h and air-cooled. Then, they were fully austenitized at 880 °C for 20 min and immediately water-quenched to room temperature.",1292.0,1722.0,8.0
311,0.0,0,0.002,0,0.16,0,0,0,0.0,0.0,0.0,0,97.926,0,0,0,1.42,0.25,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.23,0,0,0.012,0.0,0.0,0,0,0," The chemical compositions of the experimental steels are listed in Table 1 . The TiC-reinforced steels were melted via a 150 kg vacuum melting furnace and forged into 100 mm × 100 mm × 120 mm ingots. First, square billets were heated to 1200 °C for solution treatment (3 h) in a box resistance furnace. Then, the square billets were rolled to 12 mm plates by two-step controlled rolling and ultrafast (~100 °C/s) cooling to room temperature. Finally, the plates were treated by a two-step heat treatment. First, the plates were tempered at 650 °C for 3 h and air-cooled. Then, they were fully austenitized at 880 °C for 20 min and immediately water-quenched to room temperature.",1170.0,1381.0,14.0
312,0.0,0,0.0021,0,0.21,0,0,0,0.0,0.0,0.0,0,97.9329,0,0,0,1.26,0.32,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.26,0,0,0.015,0.0,0.0,0,0,0," The chemical compositions of the experimental steels are listed in Table 1 . The TiC-reinforced steels were melted via a 150 kg vacuum melting furnace and forged into 100 mm × 100 mm × 120 mm ingots. First, square billets were heated to 1200 °C for solution treatment (3 h) in a box resistance furnace. Then, the square billets were rolled to 12 mm plates by two-step controlled rolling and ultrafast (~100 °C/s) cooling to room temperature. Finally, the plates were treated by a two-step heat treatment. First, the plates were tempered at 650 °C for 3 h and air-cooled. Then, they were fully austenitized at 880 °C for 20 min and immediately water-quenched to room temperature.",1250.0,1488.0,12.0
313,0.0,0,0.0022,0,0.28,0,0,0,0.0,0.0,0.0,0,98.0948,0,0,0,1.0,0.3,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.31,0,0,0.013,0.0,0.0,0,0,0," The chemical compositions of the experimental steels are listed in Table 1 . The TiC-reinforced steels were melted via a 150 kg vacuum melting furnace and forged into 100 mm × 100 mm × 120 mm ingots. First, square billets were heated to 1200 °C for solution treatment (3 h) in a box resistance furnace. Then, the square billets were rolled to 12 mm plates by two-step controlled rolling and ultrafast (~100 °C/s) cooling to room temperature. Finally, the plates were treated by a two-step heat treatment. First, the plates were tempered at 650 °C for 3 h and air-cooled. Then, they were fully austenitized at 880 °C for 20 min and immediately water-quenched to room temperature.",1300.0,1668.0,10.0
314,0.0,0,0.0021,0,0.21,0,0,0,0.0,0.0,0.0,0,97.9329,0,0,0,1.26,0.32,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.26,0,0,0.015,0.0,0.0,0,0,0," The chemical compositions of the experimental steels are listed in Table 1 . The TiC-reinforced steels were melted via a 150 kg vacuum melting furnace and forged into 100 mm × 100 mm × 120 mm ingots. First, square billets were heated to 1200 °C for solution treatment (3 h) in a box resistance furnace. Then, the square billets were rolled to 12 mm plates by two-step controlled rolling and ultrafast (~100 °C/s) cooling to room temperature. Finally, the plates were treated by a two-step heat treatment. First, the plates were tempered at 650 °C for 3 h and air-cooled. Then, they were fully austenitized at 880 °C for 20 min and immediately water-quenched to room temperature.",1661.0,1896.0,8.0
315,0.0,0,0.002,0,0.16,0,0,0,0.0,0.0,0.0,0,97.926,0,0,0,1.42,0.25,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.23,0,0,0.012,0.0,0.0,0,0,0," The chemical compositions of the experimental steels are listed in Table 1 . The TiC-reinforced steels were melted via a 150 kg vacuum melting furnace and forged into 100 mm × 100 mm × 120 mm ingots. First, square billets were heated to 1200 °C for solution treatment (3 h) in a box resistance furnace. Then, the square billets were rolled to 12 mm plates by two-step controlled rolling and ultrafast (~100 °C/s) cooling to room temperature. Finally, the plates were treated by a two-step heat treatment. First, the plates were tempered at 650 °C for 3 h and air-cooled. Then, they were fully austenitized at 880 °C for 20 min and immediately water-quenched to room temperature.",1782.0,1991.0,7.0
316,0.0,0,0.0,0,0.41,0,0,0,0.0,0.0,0.0,0,98.6,0,0,0,0.6,0.0,0.0,0,0.0,0.0,0.0,0.04,0,0.05,0,0.3,0,0,0.0,0.0,0.0,0,0,0,"Two types of steels, namely SAE-1040 (C-Mn steel) and SAE-4340 (Cr-Ni-Mo steel), supplied in the form of 50mm diameters rods, from which both materials were cut into three equal pieces 100mm long using hack saw with lubricant to avoid excessive heating. Table 1 presents the average chemical composition of these steels in wt.% after three runs for each type using spectroscopic chemical analyzer. Both materials were subjected simultaneously to the same heat treatment type in an electric resistance furnace. The first treatment was austenitizing at 850°C for 2h followed by furnace cooling (full annealing). ",326.0,625.0,37.4
317,0.0,0,0.0,0,0.41,0,0,0,0.0,0.0,0.0,0,98.6,0,0,0,0.6,0.0,0.0,0,0.0,0.0,0.0,0.04,0,0.05,0,0.3,0,0,0.0,0.0,0.0,0,0,0,"Two types of steels, namely SAE-1040 (C-Mn steel) and SAE-4340 (Cr-Ni-Mo steel), supplied in the form of 50mm diameters rods, from which both materials were cut into three equal pieces 100mm long using hack saw with lubricant to avoid excessive heating. Table 1 presents the average chemical composition of these steels in wt.% after three runs for each type using spectroscopic chemical analyzer. Both materials were subjected simultaneously to the same heat treatment type in an electric resistance furnace. The first treatment was austenitizing at 850°C for 2h followed by furnace cooling (full annealing). The second and third were austenitizing at 1000°C for 3h followed by oil quenching.",464.0,798.0,26.6
318,0.0,0,0.0,0,0.41,0,0,0,0.0,0.0,0.0,0,98.6,0,0,0,0.6,0.0,0.0,0,0.0,0.0,0.0,0.04,0,0.05,0,0.3,0,0,0.0,0.0,0.0,0,0,0,"Two types of steels, namely SAE-1040 (C-Mn steel) and SAE-4340 (Cr-Ni-Mo steel), supplied in the form of 50mm diameters rods, from which both materials were cut into three equal pieces 100mm long using hack saw with lubricant to avoid excessive heating. Table 1 presents the average chemical composition of these steels in wt.% after three runs for each type using spectroscopic chemical analyzer. Both materials were subjected simultaneously to the same heat treatment type in an electric resistance furnace. The first treatment was austenitizing at 850°C for 2h followed by furnace cooling (full annealing). The second and third were austenitizing at 1000°C for 3h followed by water quenching.",690.0,854.0,22.4
319,0.0,0,0.0,0,0.36,0,0,0,0.0,1.4,0.0,0,96.06,0,0,0,0.25,0.2,0.0,0,0.0,1.4,0.0,0.04,0,0.04,0,0.25,0,0,0.0,0.0,0.0,0,0,0,"Two types of steels, namely SAE-1040 (C-Mn steel) and SAE-4340 (Cr-Ni-Mo steel), supplied in the form of 50mm diameters rods, from which both materials were cut into three equal pieces 100mm long using hack saw with lubricant to avoid excessive heating. Table 1 presents the average chemical composition of these steels in wt.% after three runs for each type using spectroscopic chemical analyzer. Both materials were subjected simultaneously to the same heat treatment type in an electric resistance furnace. The first treatment was austenitizing at 850°C for 2h followed by furnace cooling (full annealing). ",406.0,693.0,36.6
320,0.0,0,0.0,0,0.36,0,0,0,0.0,1.4,0.0,0,96.06,0,0,0,0.25,0.2,0.0,0,0.0,1.4,0.0,0.04,0,0.04,0,0.25,0,0,0.0,0.0,0.0,0,0,0,"Two types of steels, namely SAE-1040 (C-Mn steel) and SAE-4340 (Cr-Ni-Mo steel), supplied in the form of 50mm diameters rods, from which both materials were cut into three equal pieces 100mm long using hack saw with lubricant to avoid excessive heating. Table 1 presents the average chemical composition of these steels in wt.% after three runs for each type using spectroscopic chemical analyzer. Both materials were subjected simultaneously to the same heat treatment type in an electric resistance furnace. The first treatment was austenitizing at 850°C for 2h followed by furnace cooling (full annealing). The second and third were austenitizing at 1000°C for 3h followed by oil quenching.",1425.0,1721.0,23.1
321,0.0,0,0.0,0,0.36,0,0,0,0.0,1.4,0.0,0,96.06,0,0,0,0.25,0.2,0.0,0,0.0,1.4,0.0,0.04,0,0.04,0,0.25,0,0,0.0,0.0,0.0,0,0,0,"Two types of steels, namely SAE-1040 (C-Mn steel) and SAE-4340 (Cr-Ni-Mo steel), supplied in the form of 50mm diameters rods, from which both materials were cut into three equal pieces 100mm long using hack saw with lubricant to avoid excessive heating. Table 1 presents the average chemical composition of these steels in wt.% after three runs for each type using spectroscopic chemical analyzer. Both materials were subjected simultaneously to the same heat treatment type in an electric resistance furnace. The first treatment was austenitizing at 850°C for 2h followed by furnace cooling (full annealing). The second and third were austenitizing at 1000°C for 3h followed by water quenching.",1633.0,1947.0,21.6
322,0.026,0,0.0,0,0.074,0,0,0,0.0,0.0,0.0,0,97.6228,0,0,0,1.83,0.0,0.0032,0,0.0,0.0,0.0,0.012,0,0.002,0,0.43,0,0,0.0,0.0,0.0,0,0,0,"The annealing process included (i) the conventional continuous annealing line process used in steel industry for producing DP590 grade steel (CAL). In CAL, the specimens were heated to 790 °C (1063.15 °K) at 10 deg/s followed by the isothermal holding of 60 seconds at this temperature. The first stage was free cooling from 790 °C (1063.15 °K) to 675 °C (948.15 °K) for austenite enrichment with carbon. The third stage was holding at 275 °C (548.15 °K) for 120 seconds for the tempering of transformed martensite and finally quenching to room temperature. The three DP steels with different microstructure morphologies were subjected to tensile deformation at high strain rates (100 to 650/s).",270.0,586.0,26.8
323,0.026,0,0.0,0,0.074,0,0,0,0.0,0.0,0.0,0,97.6228,0,0,0,1.83,0.0,0.0032,0,0.0,0.0,0.0,0.012,0,0.002,0,0.43,0,0,0.0,0.0,0.0,0,0,0,"The annealing process included (ii) the continuous heating and cooling resulting in modified DP microstructure (CHCL). In the first stage, heating was continued up to 710 °C (983.15 °K) at a heating rate of 5 deg/s. In the second stage, the slower heating rate of 1 deg/s was employed to reach 790 °C (1063.15 °K). In the third stage, heating to 840 °C (1113.15 °K) was conducted at a heating rate of 2 deg/s. Finally, the cooling route similar to that of CAL process was followed. The metallurgical attributes by which the resultant DP microstructure was obtained in CHCL are discussed elsewhere. The objective of CAS process was to obtain core- and shell-like DP microstructure having martensite packets surrounded by three-dimensional ferrite network/channel. The underlying phenomenon of the evolution of such microstructure for CAS process, as shown in Figure 1, is reported elsewhere.",279.0,628.0,23.9
324,0.0,0,0.0,0,0.11,0,0,0,0.0,0.0,0.0,0,96.34,0,0,0,1.99,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1.54,0,0,0.02,0.0,0.0,0,0,0,"A 100 kg ingot was cast using a vacuum furnace and hot forged into billets with transverse dimension of 60 mm × 30 mm. Prior to rolling, dilatometry experiment was carried out using DIL805 A/D dilatometer to investigate the feasibility of introduction of ferrite and to define TMCP parameters. The cylindrical samples of dimensions φ 5 mm × 10 mm were prepared from billets. After homogenization at 1200 °C for 3 min, the samples were air-cooled to 1050 °C for first compression (true strain of 0.18 and strain rate of 1 s-1), and then air-cooled to specific temperature (900/850/800/750/720 °C) for second compression (true strain of 0.47 and strain rate of 1 s-1). This was followed by air cooling of samples at a rate of 5 °C/s to room temperature. A sample without deformation at 1200 °C was directly air-cooled to room temperature for comparison. Fig. 1 illustrates the schematic of TMCP. 30 mm thick billets were reheated to 1200 °C for 2 h, followed by two stage controlled rolling using a laboratory rolling mill. First, the billets were rolled to an intermediate thickness of 12 mm via 3 passes. After air cooling to specific temperature (860 °C), the intermediate billets were rolled to 3 mm thick sheets via 5 passes. For comparison, the sheet with secondary rolling temperature of 750 °C was air-cooled directly to room temperature after rolling. ",790.0,1109.0,14.4
325,0.0,0,0.0,0,0.11,0,0,0,0.0,0.0,0.0,0,96.34,0,0,0,1.99,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1.54,0,0,0.02,0.0,0.0,0,0,0,"A 100 kg ingot was cast using a vacuum furnace and hot forged into billets with transverse dimension of 60 mm × 30 mm. Prior to rolling, dilatometry experiment was carried out using DIL805 A/D dilatometer to investigate the feasibility of introduction of ferrite and to define TMCP parameters. The cylindrical samples of dimensions φ 5 mm × 10 mm were prepared from billets. After homogenization at 1200 °C for 3 min, the samples were air-cooled to 1050 °C for first compression (true strain of 0.18 and strain rate of 1 s-1), and then air-cooled to specific temperature (900/850/800/750/720 °C) for second compression (true strain of 0.47 and strain rate of 1 s-1). This was followed by air cooling of samples at a rate of 5 °C/s to room temperature. A sample without deformation at 1200 °C was directly air-cooled to room temperature for comparison. Fig. 1 illustrates the schematic of TMCP. 30 mm thick billets were reheated to 1200 °C for 2 h, followed by two stage controlled rolling using a laboratory rolling mill. First, the billets were rolled to an intermediate thickness of 12 mm via 3 passes. After air cooling to specific temperature (820 °C), the intermediate billets were rolled to 3 mm thick sheets via 5 passes. For comparison, the sheet with secondary rolling temperature of 750 °C was air-cooled directly to room temperature after rolling. ",605.0,1069.0,17.1
326,0.0,0,0.0,0,0.11,0,0,0,0.0,0.0,0.0,0,96.34,0,0,0,1.99,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1.54,0,0,0.02,0.0,0.0,0,0,0,"A 100 kg ingot was cast using a vacuum furnace and hot forged into billets with transverse dimension of 60 mm × 30 mm. Prior to rolling, dilatometry experiment was carried out using DIL805 A/D dilatometer to investigate the feasibility of introduction of ferrite and to define TMCP parameters. The cylindrical samples of dimensions φ 5 mm × 10 mm were prepared from billets. After homogenization at 1200 °C for 3 min, the samples were air-cooled to 1050 °C for first compression (true strain of 0.18 and strain rate of 1 s-1), and then air-cooled to specific temperature (900/850/800/750/720 °C) for second compression (true strain of 0.47 and strain rate of 1 s-1). This was followed by air cooling of samples at a rate of 5 °C/s to room temperature. A sample without deformation at 1200 °C was directly air-cooled to room temperature for comparison. Fig. 1 illustrates the schematic of TMCP. 30 mm thick billets were reheated to 1200 °C for 2 h, followed by two stage controlled rolling using a laboratory rolling mill. First, the billets were rolled to an intermediate thickness of 12 mm via 3 passes. After air cooling to specific temperature (790 °C), the intermediate billets were rolled to 3 mm thick sheets via 5 passes. For comparison, the sheet with secondary rolling temperature of 750 °C was air-cooled directly to room temperature after rolling. ",720.0,1083.0,15.2
327,0.0,0,0.0,0,0.11,0,0,0,0.0,0.0,0.0,0,96.34,0,0,0,1.99,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1.54,0,0,0.02,0.0,0.0,0,0,0,"A 100 kg ingot was cast using a vacuum furnace and hot forged into billets with transverse dimension of 60 mm × 30 mm. Prior to rolling, dilatometry experiment was carried out using DIL805 A/D dilatometer to investigate the feasibility of introduction of ferrite and to define TMCP parameters. The cylindrical samples of dimensions φ 5 mm × 10 mm were prepared from billets. After homogenization at 1200 °C for 3 min, the samples were air-cooled to 1050 °C for first compression (true strain of 0.18 and strain rate of 1 s-1), and then air-cooled to specific temperature (900/850/800/750/720 °C) for second compression (true strain of 0.47 and strain rate of 1 s-1). This was followed by air cooling of samples at a rate of 5 °C/s to room temperature. A sample without deformation at 1200 °C was directly air-cooled to room temperature for comparison. Fig. 1 illustrates the schematic of TMCP. 30 mm thick billets were reheated to 1200 °C for 2 h, followed by two stage controlled rolling using a laboratory rolling mill. First, the billets were rolled to an intermediate thickness of 12 mm via 3 passes. After air cooling to specific temperature (760 °C), the intermediate billets were rolled to 3 mm thick sheets via 5 passes. For comparison, the sheet with secondary rolling temperature of 750 °C was air-cooled directly to room temperature after rolling. ",795.0,1101.0,13.0
328,0.0,0,0.0,0,0.11,0,0,0,0.0,0.0,0.0,0,96.34,0,0,0,1.99,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0,1.54,0,0,0.02,0.0,0.0,0,0,0,"A 100 kg ingot was cast using a vacuum furnace and hot forged into billets with transverse dimension of 60 mm × 30 mm. Prior to rolling, dilatometry experiment was carried out using DIL805 A/D dilatometer to investigate the feasibility of introduction of ferrite and to define TMCP parameters. The cylindrical samples of dimensions φ 5 mm × 10 mm were prepared from billets. After homogenization at 1200 °C for 3 min, the samples were air-cooled to 1050 °C for first compression (true strain of 0.18 and strain rate of 1 s-1), and then air-cooled to specific temperature (900/850/800/750/720 °C) for second compression (true strain of 0.47 and strain rate of 1 s-1). This was followed by air cooling of samples at a rate of 5 °C/s to room temperature. A sample without deformation at 1200 °C was directly air-cooled to room temperature for comparison. Fig. 1 illustrates the schematic of TMCP. 30 mm thick billets were reheated to 1200 °C for 2 h, followed by two stage controlled rolling using a laboratory rolling mill. First, the billets were rolled to an intermediate thickness of 12 mm via 3 passes. After air cooling to specific temperature (750 °C), the intermediate billets were rolled to 3 mm thick sheets via 5 passes. For comparison, the sheet with secondary rolling temperature of 750 °C was air-cooled directly to room temperature after rolling. ",555.0,1031.0,19.8
329,0.014,0,0.0011,0,0.125,0,0,0,0.0,0.7,0.7,0,95.5494,0,0,0,1.15,0.7,0.0,0,0.05,0.7,0.0,0.0051,0,0.0054,0,0.25,0,0,0.05,0.0,0.0,0,0,0,"The specimens with the size of 11mm×11mm×70mm for heat treatments were obtained from the radius in half of the as-cast ingot. All the specimens were heated in a box-type electric resistance furnace at 950°C, followed by water quenching. After that, the specimens were reheated to 800°C and then quenched to water, and finally tempered at 500°C. The details of heat treatment processes used in this investigation are described in Fig. 1 . For further microstructural analysis, several slices about 0.35mm thickness were cut by wire-electrode cutting, followed by thinning to a thickness of about 0.04-0.05mm through mechanical method.",737.0,860.0,14.0
330,0.014,0,0.0011,0,0.125,0,0,0,0.0,0.7,0.7,0,95.5494,0,0,0,1.15,0.7,0.0,0,0.05,0.7,0.0,0.0051,0,0.0054,0,0.25,0,0,0.05,0.0,0.0,0,0,0,"The specimens with the size of 11mm×11mm×70mm for heat treatments were obtained from the radius in half of the as-cast ingot. All the specimens were heated in a box-type electric resistance furnace at 950°C, followed by water quenching. After that, the specimens were reheated to 800°C and then cooled in the air, and finally tempered at 500°C. The details of heat treatment processes used in this investigation are described in Fig. 1 . For further microstructural analysis, several slices about 0.35mm thickness were cut by wire-electrode cutting, followed by thinning to a thickness of about 0.04-0.05mm through mechanical method.",556.0,743.0,19.4
331,0.0,0,0.0,0,0.016,0,0,0,0.0,18.18,4.36,0,59.7825,0,0,0,0.0,3.02,0.14,0,0.0,14.5,0.0,0.0005,0,0.001,0,0.0,0,0,0.0,0.0,0.0,0,0,0,"An experimental Cu-bearing 316L austenitic stainless steel (SS) used in this study was melted in a 25kg vacuum induction melting furnace. The chemical compositions of the 316L-Cu SS are as follows (wt.%): 0.016 C, 0.005 P, 0.001 S, 18.18 Cr, 14.5 Ni, 3.02 Mo, 0.14 N, 4.36 Cu, and Fe in balance. The as-cast ingot was forged through multiple passes at 1100±20°C, resulting in an ingot bar of 25mm in diameter. Specimens for testing and observation were solution-treated at 1100°C for 30min.",305.2,635.9,41.2
332,0.0,0,0.0,0,0.016,0,0,0,0.0,18.18,4.36,0,59.7825,0,0,0,0.0,3.02,0.14,0,0.0,14.5,0.0,0.0005,0,0.001,0,0.0,0,0,0.0,0.0,0.0,0,0,0,"An experimental Cu-bearing 316L austenitic stainless steel (SS) used in this study was melted in a 25kg vacuum induction melting furnace. The chemical compositions of the 316L-Cu SS are as follows (wt.%): 0.016 C, 0.005 P, 0.001 S, 18.18 Cr, 14.5 Ni, 3.02 Mo, 0.14 N, 4.36 Cu, and Fe in balance. The as-cast ingot was forged through multiple passes at 1100±20°C, resulting in an ingot bar of 25mm in diameter. Specimens for testing and observation were solution-treated at 1100°C for 30min, followed by water quenching, and then aged isothermally at 700°C for 20min.",318.3,660.4,44.3
333,0.0,0,0.0,0,0.016,0,0,0,0.0,18.18,4.36,0,59.7825,0,0,0,0.0,3.02,0.14,0,0.0,14.5,0.0,0.0005,0,0.001,0,0.0,0,0,0.0,0.0,0.0,0,0,0,"An experimental Cu-bearing 316L austenitic stainless steel (SS) used in this study was melted in a 25kg vacuum induction melting furnace. The chemical compositions of the 316L-Cu SS are as follows (wt.%): 0.016 C, 0.005 P, 0.001 S, 18.18 Cr, 14.5 Ni, 3.02 Mo, 0.14 N, 4.36 Cu, and Fe in balance. The as-cast ingot was forged through multiple passes at 1100±20°C, resulting in an ingot bar of 25mm in diameter. Specimens for testing and observation were solution-treated at 1100°C for 30min, followed by water quenching, and then aged isothermally at 700°C for 3h.",316.4,663.5,45.5
