ID,Al(wt%),Cr(wt%),Fe(wt%),Mo(wt%),Nb(wt%),Sn(wt%),Ti(wt%),V(wt%),Zr(wt%),Solution Temperature(℃),Solution Time(h),Aging Temperature(℃),Aging Time(h),Thermo-Mechanical Treatment Temperature(℃),Deformation(%),Processing_Description,UTS(MPa),El(%)
218,5.46,5.67,0.0,2.0500000000000003,0.0,0.0,76.96,7.71,2.15,800,0.5,500,8.0,20,0.0,the first heat treatment is Solution treatment at 800.0℃ for 0.5 hours. the second heat treatment is Aging at 500.0℃ for 8.0 hours,1591.7,5.89
219,5.46,5.67,0.0,2.0500000000000003,0.0,0.0,76.96,7.71,2.15,800,0.5,540,8.0,20,0.0,the first heat treatment is Solution treatment at 800.0℃ for 0.5 hours. the second heat treatment is Aging at 540.0℃ for 8.0 hours,1481.53,5.47
220,5.46,5.67,0.0,2.0500000000000003,0.0,0.0,76.96,7.71,2.15,800,0.5,550,8.0,20,0.0,the first heat treatment is Solution treatment at 800.0℃ for 0.5 hours. the second heat treatment is Aging at 550.0℃ for 8.0 hours,1400.0,14.0
221,5.46,5.67,0.0,2.0500000000000003,0.0,0.0,76.96,7.71,2.15,800,0.5,600,8.0,20,0.0,the first heat treatment is Solution treatment at 800.0℃ for 0.5 hours. the second heat treatment is Aging at 600.0℃ for 8.0 hours,1200.0,21.82
222,8.959999999999999,5.11,0.0,2.01,1.5599999999999998,0.0,81.28999999999999,0.0,1.06,0,0.0,600,6.0,20,0.0,the first heat treatment is Aging at 600.0℃ for 6.0 hours followed by air cooling,886.9,19.2
223,8.959999999999999,5.11,0.0,2.01,1.5599999999999998,0.0,81.28999999999999,0.0,1.06,800,0.5,600,6.0,20,0.0,the first heat treatment is Solution treatment at 800.0℃ for 0.5 hours. the second heat treatment is Aging at 600.0℃ for 6.0 hours,1125.4,18.3
224,8.959999999999999,5.11,0.0,2.01,1.5599999999999998,0.0,81.28999999999999,0.0,1.06,800,0.5,0,0.0,20,0.0,the first heat treatment is Solution treatment at 800.0℃ for 0.5 hours,1224.3,5.2
225,7.249999999999999,2.35,0.0,3.31,1.05,0.8200000000000001,82.75,1.92,0.54,823,0.5,0,0.0,20,0.0,the first heat treatment is Solution treatment at 823.0℃ for 0.5 hours followed by water quenching,843.0,13.6
226,10.8,0.0,0.0,3.04,0.0,0.8200000000000001,83.21,0.0,2.13,920,1.0,595,8.0,920,86.4,the first heat treatment is Solution treatment at 920.0℃ for 1.0 hours followed by water quenching. the second heat treatment is Aging at 595.0℃ for 8.0 hours followed by air cooling. the third heat treatment is Hot rolling at 920.0℃ with 86.4% reduction,1497.5,0.5
227,10.8,0.0,0.0,3.04,0.0,0.8200000000000001,83.21,0.0,2.13,900,1.0,595,8.0,920,86.4,the first heat treatment is Solution treatment at 900.0℃ for 1.0 hours followed by water quenching. the second heat treatment is Aging at 595.0℃ for 8.0 hours followed by air cooling. the third heat treatment is Hot rolling at 920.0℃ with 86.4% reduction,1475.0,6.25
228,7.249999999999999,2.35,0.0,3.31,1.05,0.8200000000000001,82.75,1.92,0.54,823,0.5,580,6.0,20,0.0,the first heat treatment is Solution treatment at 823.0℃ for 0.5 hours. the second heat treatment is Aging at 580.0℃ for 6.0 hours followed by air cooling,1427.0,2.08
229,7.99,1.38,0.0,2.25,0.0,0.0,81.02000000000001,6.58,0.79,0,0.0,480,6.0,780,80.0,the first heat treatment is Aging at 480.0℃ for 6.0 hours followed by air cooling. the second heat treatment is Hot rolling at 780.0℃ with 80.0% reduction,1424.2,9.25
230,7.99,1.38,0.0,2.25,0.0,0.0,81.02000000000001,6.58,0.79,0,0.0,0,0.0,780,80.0,the first heat treatment is Hot rolling at 780.0℃ with 80.0% reduction,907.3,12.89
231,10.8,0.0,0.0,3.04,0.0,0.8200000000000001,83.21,0.0,2.13,950,1.0,0,0.0,920,86.4,the first heat treatment is Solution treatment at 950.0℃ for 1.0 hours followed by water quenching. the second heat treatment is Hot rolling at 920.0℃ with 86.4% reduction,1046.5,6.25
232,10.8,0.0,0.0,3.04,0.0,0.8200000000000001,83.21,0.0,2.13,920,1.0,0,0.0,920,86.4,the first heat treatment is Solution treatment at 920.0℃ for 1.0 hours followed by water quenching. the second heat treatment is Hot rolling at 920.0℃ with 86.4% reduction,1099.0,10.5
233,10.8,0.0,0.0,3.04,0.0,0.8200000000000001,83.21,0.0,2.13,900,1.0,0,0.0,920,86.4,the first heat treatment is Solution treatment at 900.0℃ for 1.0 hours followed by water quenching. the second heat treatment is Hot rolling at 920.0℃ with 86.4% reduction,1106.5,16.25
